topic_words3,Eestimaa Rahvaliidu fraktsioon,Keskerakond,difference
elektri elektrit taastuvenergia,0.0061349693251533,0.0222042793702058,-261.92975373435894
kaibemaksu kaibemaks kaibemaksumaara,0.0122699386503067,0.0286637060960839,-133.60920468308467
valismaale valjarande valjaranne,0.00920245398773,0.0222042793702058,-141.28650248957132
tulubaasi tasandusfondi tulumaksuosa,0.0122699386503067,0.0258377069035123,-110.57731126362609
tulumaksuvaba maksususteemi tulumaksu,0.00920245398773,0.0197819943480016,-114.96433858161883
lasteaia lasteaias lasteaiakoha,0.0030674846625766,0.0100928542591844,-229.02704884942077
eelarves riigieelarves reservist,0.0122699386503067,0.0218005651998385,-77.67460637868449
muugimaksu muugimaks paadimaksu,0.0061349693251533,0.0113039967702866,-84.25514735567383
pensionitous pensionitousu pension,0.0030674846625766,0.0068631408962454,-123.7383932176064
inflatsiooni inflatsioon hinnatous,0.0030674846625766,0.0056519983851433,-84.25514735567681
volakirjade keskpank volakirju,0.0030674846625766,0.0052482842147759,-71.0940654016992
kohtla jarve johvi,0.0030674846625766,0.0048445700444085,-57.932983447721575
efsf esm kreekale,0.0030674846625766,0.0048445700444085,-57.932983447721575
koolis kooli opilased,0.0122699386503067,0.0153411384739604,-25.030278562777745
slovakkia ungari portugal,0.0030674846625766,0.0044408558740411,-44.77190149374398
domeenide domeeni interneti,0.0030674846625766,0.0040371417036737,-31.610819539766368
piima toorpiima toodangut,0.0030674846625766,0.0040371417036737,-31.610819539766368
eriarstide eriarstiabi eriarsti,0.0214723926380368,0.0238191360516754,-10.92911932637406
kinnisasja maad maa,0.0061349693251533,0.0072668550666128,-18.449737585790082
karistuse karistus tingimisi,0.0030674846625766,0.0036334275333064,-18.449737585792008
pealinnast tallinnast viljandisse,0.0030674846625766,0.0036334275333064,-18.449737585792008
iive sundimus iibe,0.0030674846625766,0.0036334275333064,-18.449737585792008
ajakirjandus ajakirjanduse ajakirjandust,0.0061349693251533,0.006459426725878,-5.288655631812677
salvestisi salvestised salvestiste,0.0030674846625766,0.003229713362939,-5.288655631814389
katteallikas katteallikaid katteallikat,0.0030674846625766,0.003229713362939,-5.288655631814389
psuhhiaatri alaealine psuhhiaatrilist,0.0030674846625766,0.003229713362939,-5.288655631814389
riigiloivude riigiloivud riigiloivu,0.0061349693251533,0.0060557125555106,1.2918853451760262
moisteid moiste moisted,0.0030674846625766,0.0028259991925716,7.872426322163218
uhistranspordi uhistransport uhistransporti,0.0030674846625766,0.0028259991925716,7.872426322163218
liiklussurmade liikluses hukkunute,0.0030674846625766,0.0028259991925716,7.872426322163218
huvigruppe huvigruppide kaasatud,0.0061349693251533,0.0056519983851433,7.87242632216309
fie fuusilisest isikust,0.0061349693251533,0.0056519983851433,7.87242632216309
pollumeestele pollumehi pollumehed,0.00920245398773,0.0084779975777149,7.872426322164141
rail trassi balticu,0.0030674846625766,0.0024222850222042,21.03350827614084
joustumine joustuma joustada,0.0030674846625766,0.0024222850222042,21.03350827614084
vallaga vald sauga,0.00920245398773,0.0076705692369802,16.646480958147936
taanis saksamaal hollandis,0.0061349693251533,0.0048445700444085,21.033508276140495
soita jalakaija konniteel,0.0061349693251533,0.0048445700444085,21.033508276140495
riigipalgaliste riigisektoris koondada,0.0030674846625766,0.0020185708518368,34.19459023011846
pensioni pension sammas,0.0030674846625766,0.0020185708518368,34.19459023011846
ulejaagis struktuurses struktuurse,0.00920245398773,0.0068631408962454,25.420535594132815
vaesuses suhtelises vaesuse,0.0153374233128834,0.0121114251110213,21.033508276140942
riigiabi komisjonilt loa,0.0030674846625766,0.0016148566814695,47.3556721840928
muuseum muuseumi muuseumide,0.0030674846625766,0.0016148566814695,47.3556721840928
opositsiooni koalitsioonil opositsioonil,0.0030674846625766,0.0016148566814695,47.3556721840928
hooldekodus hoolduse hooldekodu,0.0030674846625766,0.0016148566814695,47.3556721840928
samba sammas sambasse,0.0030674846625766,0.0016148566814695,47.3556721840928
kutsehariduse kutseharidus kutsehariduses,0.0030674846625766,0.0016148566814695,47.3556721840928
tulubaasi omavalitsustele omavalitsuste,0.0276073619631901,0.0226079935405732,18.10882339747905
louis freeh kremli,0.0030674846625766,0.0012111425111021,60.51675413807042
loomi loomade loomad,0.0030674846625766,0.0012111425111021,60.51675413807042
valimisea valimisiga valimisoiguse,0.0030674846625766,0.0012111425111021,60.51675413807042
vanemahuvitist vanemahuvitise vanemahuvitis,0.0030674846625766,0.0012111425111021,60.51675413807042
maksuamet tolliamet tolliameti,0.0061349693251533,0.003229713362939,47.35567218409366
kaasne lisakulutusi riigieelarvele,0.0061349693251533,0.003229713362939,47.35567218409366
aardla pria pealtnagija,0.0030674846625766,0.0008074283407347,73.67783609204804
memorandumi moistmise memorandum,0.0030674846625766,0.0008074283407347,73.67783609204804
laari laar kandidatuuri,0.0030674846625766,0.0008074283407347,73.67783609204804
relva relvade relvaluba,0.0030674846625766,0.0008074283407347,73.67783609204804
kantsler kantsleri riigisekretar,0.0030674846625766,0.0008074283407347,73.67783609204804
talupidajate kaubanduskoja kaubanduskoda,0.0030674846625766,0.0008074283407347,73.67783609204804
metsa metsade mets,0.0030674846625766,0.0008074283407347,73.67783609204804
vagivallale vihakone ohutamine,0.0061349693251533,0.0028259991925716,53.93621316108236
leping ratifitseerida lepinguga,0.0061349693251533,0.0028259991925716,53.93621316108236
korterid kortereid korterit,0.0061349693251533,0.0028259991925716,53.93621316108236
kohtunike kohtususteem kohtuniku,0.00920245398773,0.0048445700444085,47.35567218409395
huvihariduse huvitegevuse huviharidus,0.0030674846625766,0.0004037141703673,86.83891804602565
oiglase virumaale ulemineku,0.0030674846625766,0.0004037141703673,86.83891804602565
mes maale maaelu,0.0030674846625766,0.0004037141703673,86.83891804602565
valdkonnad laekumisest fikseeritakse,0.0030674846625766,0.0004037141703673,86.83891804602565
puude raskusastme puuet,0.0030674846625766,0.0004037141703673,86.83891804602565
korruptsiooni korruptsioon korruptsiooniga,0.0030674846625766,0.0004037141703673,86.83891804602565
lae korgepalgaliste lagi,0.0030674846625766,0.0004037141703673,86.83891804602565
teekasutustasu autode autod,0.0030674846625766,0.0004037141703673,86.83891804602565
borsile ipo enefit,0.0122699386503067,0.006459426725878,47.3556721840941
tootuid tootute tootu,0.0797546012269938,0.0649979814291481,18.502530977298846
eelarvele kulude riigieelarvele,0.00920245398773,0.0040371417036737,56.12972682007883
ametiuhingute tooandjate keskliit,0.00920245398773,0.0036334275333064,60.51675413807018
pohiseadusega riigikohus oiguskantsler,0.00920245398773,0.0036334275333064,60.51675413807018
terviseandmed isikuandmeid terviseandmeid,0.0061349693251533,0.0016148566814695,73.67783609204682
inimarengu aruanne aruandes,0.0184049079754601,0.0100928542591844,45.16215852509803
kohtutaiturite kohtutaitur kohtutaituri,0.0061349693251533,0.0012111425111021,80.25837706903553
jalitustegevuse jalitustoimingu sideandmete,0.0061349693251533,0.0004037141703673,93.41945902301292
riigipuha puhade tahtpaevade,0.0061349693251533,0.0004037141703673,93.41945902301292
arengukavad arengukavade pohialuste,0.0153374233128834,0.0072668550666128,52.62010496568445
valispoliitika valispoliitikas diplomaatia,0.0061349693251533,0.0008074283407347,86.83891804602423
hadaolukorda eriolukord eriolukorra,0.0061349693251533,0.0008074283407347,86.83891804602423
normitehnika mojude eeskiri,0.00920245398773,0.0028259991925716,69.29080877405507
valimisliitude volikogusse volikokku,0.0122699386503067,0.0048445700444085,60.516754138070574
toonadalal istungid taiendaval,0.0276073619631901,0.0161485668146951,41.50630242677091
virumaale virumaa toostusalade,0.0153374233128834,0.0068631408962454,55.2523213564799
hambaravi hammaste hambad,0.0122699386503067,0.0044408558740411,63.80702462656489
tapsustatakse ajakohastatakse nouete,0.00920245398773,0.0024222850222042,73.67783609204753
pensioniiga pensioniea eluiga,0.0490797546012269,0.0322971336293903,34.19459023011713
piirilepingu piirileping piirilepingut,0.00920245398773,0.0016148566814695,82.45189072803132
uuring uuringut uuringu,0.0122699386503067,0.0036334275333064,70.38756560355272
toovoimereformi toovoimega toovoimereform,0.00920245398773,0.0008074283407347,91.2259453640162
estonian air airi,0.00920245398773,0.0012111425111021,86.83891804602376
vaikesaarte saarte pusiasustusega,0.0153374233128834,0.0044408558740411,71.04561970125197
tooandja tervisesse maksuvabalt,0.0122699386503067,0.0020185708518368,83.54864755753002
post posti omniva,0.0122699386503067,0.0016148566814695,86.83891804602352
opositsioonis koalitsiooni opositsiooni,0.0214723926380368,0.0076705692369802,64.27706326777792
lapsetoetust lapsetoetus lapsetoetuse,0.0245398773006134,0.0096891400888171,60.51675413807016
maavalitsuste maavalitsused maakonna,0.0276073619631901,0.011707710940654,57.59206925940871
erimargistatud kutust kutuse,0.0245398773006134,0.0068631408962454,72.03270084779987
voidusamba vabadussoja uurimiskomisjon,0.0245398773006134,0.0048445700444085,80.25837706903528
prokuratuur prokuratuuri prokuror,0.0276073619631901,0.0048445700444085,82.45189072803137
matusetoetust matusetoetus matusetoetuse,0.0337423312883435,0.0076705692369802,77.267222079495
kusija vastaja vastasin,0.0030674846625766,0.0,100.0
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0030674846625766,0.0,100.0
haiguspaevade haiguspaevi haiguspaeva,0.0030674846625766,0.0,100.0
ugri rahvaste polisrahvaste,0.0030674846625766,0.0,100.0
kirik kiriku maarja,0.0,0.0,
valitsemisalade katteallikaks riigieelarves,0.0,0.0,
humni humn laulda,0.0,0.0,
valimiskomisjon proteste valimiskasti,0.0,0.0,
kasvavad tuleval kasv,0.0,0.0,
ulikooliga kbfi instituudi,0.0,0.0,
suuria euroopasse turgis,0.0,0.0,
deklaratsiooni deklaratsioone deklaratsioonis,0.0,0.0,
korrata stenogrammist vabandan,0.0,0.0,
danske filiaali rahapesu,0.0,0.0,
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,
lisaeelarve lisaeelarves lisaeelarvega,0.0,0.0,
magustatud suhkrut joogi,0.0,0.0,
miili baasvorgu lairiba,0.0,0.0,
piirivalve valvamise valvamine,0.0,0.0,
muraste kase kompleksi,0.0,0.0,
ene ergma aplaus,0.0,0.0,
volitust kaasuses jarvik,0.0,0.0012111425111021,-inf
maantee neljarealiseks ppp,0.0,0.0052482842147759,-inf
teatri teater rahvusooper,0.0,0.0040371417036737,-inf
liibanonis missioonil pikendamine,0.0,0.0008074283407347,-inf
krimmi agressiooni ukraina,0.0,0.0036334275333064,-inf
otsevalimise presidenti presidendi,0.0,0.0044408558740411,-inf
pagulasi pagulased pagulaste,0.0,0.0012111425111021,-inf
palgalohe soolist meeste,0.0,0.0016148566814695,-inf
sigade katku katk,0.0,0.0004037141703673,-inf
skais arendused infosusteemide,0.0,0.0024222850222042,-inf
sularaha kommertspangad pangad,0.0,0.0016148566814695,-inf
tantsupeo laulu traditsiooni,0.0,0.0012111425111021,-inf
tarbijakaitse amet ametile,0.0,0.0012111425111021,-inf
teadus teaduse arendustegevuse,0.0,0.0016148566814695,-inf
salastatud valisteabe riigisaladuse,0.0,0.0016148566814695,-inf
teenistuse teenistuses avalikus,0.0,0.0016148566814695,-inf
lahususe voimude lahusus,0.0,0.0012111425111021,-inf
teenuseid teenused teenust,0.0,0.0012111425111021,-inf
tervist tervis tervisega,0.0,0.0040371417036737,-inf
tsernoboli represseeritud oigusvastaselt,0.0,0.0024222850222042,-inf
tooandja tooandjal tootaja,0.0,0.0008074283407347,-inf
tootuna arvele ariuhingu,0.0,0.0004037141703673,-inf
teede teehoiuks teedele,0.0,0.0068631408962454,-inf
rongi rongide rongid,0.0,0.0004037141703673,-inf
riigireformi riigireformist riigireform,0.0,0.0004037141703673,-inf
riigimetsa majandamise noukokku,0.0,0.0028259991925716,-inf
palgatousu opetajate palgatous,0.0,0.0020185708518368,-inf
pensionifondide pensionifondid fondid,0.0,0.0024222850222042,-inf
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0072668550666128,-inf
ts parvlaeva parvlaevad,0.0,0.0040371417036737,-inf
valijate erakonda valijaid,0.0,0.006459426725878,-inf
jarviku jarvik maaeluministri,0.0,0.0044408558740411,-inf
ootuse oigusparase oiguskindluse,0.0,0.0004037141703673,-inf
majandusaasta koondaruanne raamatupidamise,0.0,0.0020185708518368,-inf
vagivalla naistevastase perevagivalla,0.0,0.003229713362939,-inf
missiooni missioonile missioon,0.0,0.0076705692369802,-inf
muundatud geneetiliselt gmo,0.0,0.0008074283407347,-inf
nord stream streami,0.0,0.0036334275333064,-inf
lng terminali gaasi,0.0,0.0016148566814695,-inf
noukogudesse ariuhingute noukogudes,0.0,0.0044408558740411,-inf
vabatahtlike komandode paasteameti,0.0,0.0092854259184497,-inf
oigusloome oigusloomes oiguspoliitika,0.0,0.0008074283407347,-inf
oigusriik oigusriigi oigusriigist,0.0,0.0008074283407347,-inf
omandireformi tagastatud omandireform,0.0,0.0141299959628582,-inf
ooteala piiriuletuse piiripunkti,0.0,0.0028259991925716,-inf
objekti anu raua,0.0,0.0012111425111021,-inf
kusimusena tahtsa tahtsusega,0.0,0.0028259991925716,-inf
oppelaenu sugava puudega,0.0,0.0012111425111021,-inf
lipud lippude lipp,0.0,0.0004037141703673,-inf
liitlaste ohutorje keskmaa,0.0,0.0004037141703673,-inf
kolledz kolledzi turi,0.0,0.0020185708518368,-inf
konkurss konkursi konkurssi,0.0,0.0012111425111021,-inf
kontrollin haaled kandidaadi,0.0,0.0004037141703673,-inf
koolilouna koolitoidu koolitoit,0.0,0.0104965684295518,-inf
koolituse koolitus koolitusele,0.0,0.0004037141703673,-inf
korterelamute kortermajade kredexi,0.0,0.0012111425111021,-inf
lipu laevu kaubalaeva,0.0,0.0024222850222042,-inf
korteriuhistu korteriomanike korteriuhistute,0.0,0.0008074283407347,-inf
kulukuse krediidi kiirlaenude,0.0,0.0004037141703673,-inf
poolte kokkuleppel huvitise,0.0,0.0028259991925716,-inf
utah jordaania energia,0.0,0.0080742834073475,-inf
president ilves presidendi,0.0,0.0004037141703673,-inf
aasia aasias saatkonna,0.0,0.0036334275333064,-inf
elatisraha elatisabi elatise,0.0,0.0004037141703673,-inf
elamisluba elamisloa viisa,0.0,0.003229713362939,-inf
direktiivi direktiiv ulevotmise,0.0,0.003229713362939,-inf
arengufond arengufondi arengufondis,0.0,0.0044408558740411,-inf
apteeke apteegid apteekide,0.0,0.0060557125555106,-inf
annetused annetusi annetuste,0.0,0.003229713362939,-inf
annetus erjk annetuse,0.0,0.0008074283407347,-inf
ammendumiseni kaheni pikendada,0.0,0.0004037141703673,-inf
alkoholi kange lahja,0.0,0.0113039967702866,-inf
aituma infotundi jahimehed,0.0,0.0004037141703673,-inf
abipolitseinik abipolitseiniku abipolitseinike,0.0,0.0008074283407347,-inf
abielu kooselu samasooliste,0.0,0.0016148566814695,-inf
eripensioni valjateenitud staazi,0.0,0.0016148566814695,-inf
untso missioonide liikmesusest,0.0,0.003229713362939,-inf
jaatmeid liigiti prugi,0.0,0.0040371417036737,-inf
haalte kandidaatidele haaletamisest,0.0,0.0004037141703673,-inf
kandidaati kandidaat valituks,0.0,0.0020185708518368,-inf
kandideerima ametikohale kandidaatide,0.0,0.0008074283407347,-inf
kandidaadi kandidaati kandidaat,0.0,0.0004037141703673,-inf
kauguhendus avaksite ettekandjalt,0.0,0.0012111425111021,-inf
kala kalurid kalurite,0.0,0.0044408558740411,-inf
keeleoskust oskuse keeleoskuse,0.0,0.0012111425111021,-inf
kaitseliit kaitseliidule kaitseliidu,0.0,0.0016148566814695,-inf
keskkonnaameti uhendamine uhendamise,0.0,0.0008074283407347,-inf
kaitsekulud kaitsekulutused kaitsekulude,0.0,0.0004037141703673,-inf
jahimehed jahimeeste jahti,0.0,0.0004037141703673,-inf
energiaagentuur agentuuri agentuur,0.0,0.0113039967702866,-inf
erso teatri kontserdi,0.0,0.0024222850222042,-inf
idapiiri piiririba valjaehitamine,0.0,0.0004037141703673,-inf
est kavatsuste for,0.0,0.0008074283407347,-inf
uliopilased uliopilastele uliopilaste,0.0,0.0076705692369802,-inf
raamatukogu pimedate raamatukogude,0.0,0.0008074283407347,-inf
rahapesu terrorismi andmeburoo,0.0,0.0004037141703673,-inf
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0,0.0012111425111021,-inf
rahvuse rahvust rahvusriik,0.0,0.0052482842147759,-inf
reklaami reklaam alkoholireklaam,0.0,0.0024222850222042,-inf
riigikontrolli auditi auditit,0.0,0.0056519983851433,-inf
riigikontrolor karis riigikontrolori,0.0,0.0012111425111021,-inf
kohanimenoukogu vonnu mulgi,0.0,0.0008074283407347,-inf
kodualuse maamaksu maamaksust,0.0,0.0020185708518368,-inf
treenerite spordi sport,0.0,0.0028259991925716,-inf
kinnitamise paevakorra paevakord,0.0,0.0004037141703673,-inf
id mobiil kaardi,0.0,0.0028259991925716,-inf
veb fondi uurimiskomisjon,0.0,0.0020185708518368,-inf
hoone rkas hoonet,0.0,0.0024222850222042,-inf
hoiu pangad pankade,0.0,0.0012111425111021,-inf
hiv narkomaania epideemia,0.0,0.0004037141703673,-inf
hansson ardo panga,0.0,0.0004037141703673,-inf
hanke hankija riigihangete,0.0,0.0080742834073475,-inf
vee monopolide veeteenuse,0.0,0.0121114251110213,-inf
viirust vaktsineeritud viiruse,0.0,0.0036334275333064,-inf
kodakondsust kodakondsuse kodanikuks,0.0,0.0080742834073475,-inf
haaletamissedel haaletamiskasti sedeli,0.0,0.0004037141703673,-inf
haale valimispaeval valimiste,0.0,0.0024222850222042,-inf
etv saateid pbk,0.0,0.0141299959628582,-inf
varude varud varu,0.0,0.0,
