topic_words3,Isamaa ja Res Publica Liidu fraktsioon,Reformierakond,difference
toovoimereformi toovoimega toovoimereform,0.0224215246636771,0.0537109375,-139.55078125000034
kandidaadi kandidaati kandidaat,0.0038436899423446,0.01953125,-408.1380208333401
prokuratuur prokuratuuri prokuror,0.0025624599615631,0.0166015625,-547.8759765625002
maksuamet tolliamet tolliameti,0.0243433696348494,0.046875,-92.55756578947413
valimisliitude volikogusse volikokku,0.0051249199231262,0.01953125,-281.1035156250001
kohtunike kohtususteem kohtuniku,0.00832799487508,0.021484375,-157.97776442307932
tapsustatakse ajakohastatakse nouete,0.0012812299807815,0.0087890625,-585.9863281250271
id mobiil kaardi,0.0019218449711723,0.0087890625,-357.3242187500061
efsf esm kreekale,0.0012812299807815,0.0078125,-509.765625000024
reklaami reklaam alkoholireklaam,0.0051249199231262,0.0126953125,-147.71728515625006
rahvuse rahvust rahvusriik,0.0019218449711723,0.0078125,-306.5104166666721
moisteid moiste moisted,0.0044843049327354,0.01171875,-161.3281250000015
uliopilased uliopilastele uliopilaste,0.0032030749519538,0.009765625,-204.88281250000725
taanis saksamaal hollandis,0.0006406149903907,0.005859375,-814.6484375001073
krimmi agressiooni ukraina,0.0172966047405509,0.0283203125,-63.7333622685188
direktiivi direktiiv ulevotmise,0.0019218449711723,0.0068359375,-255.69661458333806
jalitustegevuse jalitustoimingu sideandmete,0.0006406149903907,0.0048828125,-662.2070312500894
hanke hankija riigihangete,0.0012812299807815,0.0048828125,-281.10351562501495
riigiabi komisjonilt loa,0.0025624599615631,0.0068359375,-166.77246093750009
kasvavad tuleval kasv,0.0019218449711723,0.005859375,-204.8828125000041
inimarengu aruanne aruandes,0.0006406149903907,0.00390625,-509.76562500007157
annetused annetusi annetuste,0.0006406149903907,0.00390625,-509.76562500007157
riigiloivude riigiloivud riigiloivu,0.0057655349135169,0.0107421875,-86.31727430555802
arengukavad arengukavade pohialuste,0.0051249199231262,0.009765625,-90.55175781250004
kaasne lisakulutusi riigieelarvele,0.0038436899423446,0.0078125,-103.25520833333603
valimisea valimisiga valimisoiguse,0.0147341447789878,0.021484375,-45.8135190217394
teenuseid teenused teenust,0.0025624599615631,0.005859375,-128.66210937500006
valispoliitika valispoliitikas diplomaatia,0.0025624599615631,0.005859375,-128.66210937500006
hadaolukorda eriolukord eriolukorra,0.0006406149903907,0.0029296875,-357.3242187500537
haale valimispaeval valimiste,0.0006406149903907,0.0029296875,-357.3242187500537
pensionifondide pensionifondid fondid,0.0006406149903907,0.0029296875,-357.3242187500537
kusimusena tahtsa tahtsusega,0.0019218449711723,0.0048828125,-154.06901041667004
ametiuhingute tooandjate keskliit,0.0019218449711723,0.0048828125,-154.06901041667004
tarbijakaitse amet ametile,0.0019218449711723,0.0048828125,-154.06901041667004
tooandja tooandjal tootaja,0.0012812299807815,0.00390625,-204.882812500012
salvestisi salvestised salvestiste,0.0070467648942985,0.0107421875,-52.44140625000057
korteriuhistu korteriomanike korteriuhistute,0.0019218449711723,0.00390625,-103.25520833333603
kaibemaksu kaibemaks kaibemaksumaara,0.0019218449711723,0.00390625,-103.25520833333603
slovakkia ungari portugal,0.0019218449711723,0.00390625,-103.25520833333603
oigusloome oigusloomes oiguspoliitika,0.0019218449711723,0.00390625,-103.25520833333603
uuring uuringut uuringu,0.0019218449711723,0.00390625,-103.25520833333603
iive sundimus iibe,0.0012812299807815,0.0029296875,-128.66210937500898
vagivalla naistevastase perevagivalla,0.0012812299807815,0.0029296875,-128.66210937500898
ajakirjandus ajakirjanduse ajakirjandust,0.0012812299807815,0.0029296875,-128.66210937500898
piima toorpiima toodangut,0.0006406149903907,0.001953125,-204.88281250003578
jarviku jarvik maaeluministri,0.0006406149903907,0.001953125,-204.88281250003578
borsile ipo enefit,0.0006406149903907,0.001953125,-204.88281250003578
kauguhendus avaksite ettekandjalt,0.0006406149903907,0.001953125,-204.88281250003578
piirilepingu piirileping piirilepingut,0.0051249199231262,0.0078125,-52.441406250000036
arengufond arengufondi arengufondis,0.0044843049327354,0.0068359375,-52.44140625000089
joustumine joustuma joustada,0.0192184497117232,0.0234375,-21.953125000000345
koolis kooli opilased,0.0064061499039077,0.0087890625,-37.197265625001094
riigikontrolli auditi auditit,0.0032030749519538,0.0048828125,-52.44140625000361
riigireformi riigireformist riigireform,0.0032030749519538,0.0048828125,-52.44140625000361
pohiseadusega riigikohus oiguskantsler,0.0108904548366431,0.013671875,-25.53998161764796
leping ratifitseerida lepinguga,0.0025624599615631,0.00390625,-52.441406250000036
lasteaia lasteaias lasteaiakoha,0.0102498398462524,0.0126953125,-23.85864257812503
kaitseliit kaitseliidule kaitseliidu,0.0019218449711723,0.0029296875,-52.44140625000202
opositsiooni koalitsioonil opositsioonil,0.0019218449711723,0.0029296875,-52.44140625000202
koolilouna koolitoidu koolitoit,0.0070467648942985,0.0087890625,-24.724786931818645
palgalohe soolist meeste,0.0012812299807815,0.001953125,-52.441406250006
elamisluba elamisloa viisa,0.0012812299807815,0.001953125,-52.441406250006
kirik kiriku maarja,0.0012812299807815,0.001953125,-52.441406250006
untso missioonide liikmesusest,0.0038436899423446,0.0048828125,-27.03450520833502
noukogudesse ariuhingute noukogudes,0.0076873798846893,0.0087890625,-14.33105468750002
kutsehariduse kutseharidus kutsehariduses,0.0032030749519538,0.00390625,-21.95312500000289
kohtla jarve johvi,0.0032030749519538,0.00390625,-21.95312500000289
koosoleku elektrooniline koosolekut,0.0006406149903907,0.0009765625,-52.441406250017884
annetus erjk annetuse,0.0006406149903907,0.0009765625,-52.441406250017884
kandideerima ametikohale kandidaatide,0.0006406149903907,0.0009765625,-52.441406250017884
riigimetsa majandamise noukokku,0.0006406149903907,0.0009765625,-52.441406250017884
veb fondi uurimiskomisjon,0.0006406149903907,0.0009765625,-52.441406250017884
vaesuses suhtelises vaesuse,0.0006406149903907,0.0009765625,-52.441406250017884
valitsemisalade katteallikaks riigieelarves,0.0006406149903907,0.0009765625,-52.441406250017884
tooandja tervisesse maksuvabalt,0.0006406149903907,0.0009765625,-52.441406250017884
abipolitseinik abipolitseiniku abipolitseinike,0.0006406149903907,0.0009765625,-52.441406250017884
ene ergma aplaus,0.0006406149903907,0.0009765625,-52.441406250017884
treenerite spordi sport,0.0096092248558616,0.0107421875,-11.790364583333652
vagivallale vihakone ohutamine,0.0070467648942985,0.0078125,-10.866477272727685
sularaha kommertspangad pangad,0.0070467648942985,0.0078125,-10.866477272727685
soita jalakaija konniteel,0.0089686098654708,0.009765625,-8.886718750000632
rail trassi balticu,0.0025624599615631,0.0029296875,-14.331054687500028
hoone rkas hoonet,0.0038436899423446,0.00390625,-1.6276041666680148
kandidaati kandidaat valituks,0.0019218449711723,0.001953125,-1.6276041666680148
liiklussurmade liikluses hukkunute,0.0019218449711723,0.001953125,-1.6276041666680148
elektri elektrit taastuvenergia,0.0070467648942985,0.0068359375,2.9918323863632748
eelarvele kulude riigieelarvele,0.0064061499039077,0.005859375,8.53515624999927
aasia aasias saatkonna,0.0044843049327354,0.00390625,12.890624999999492
salastatud valisteabe riigisaladuse,0.0012812299807815,0.0009765625,23.779296874997
omandireformi tagastatud omandireform,0.0012812299807815,0.0009765625,23.779296874997
keeleoskust oskuse keeleoskuse,0.0012812299807815,0.0009765625,23.779296874997
tulubaasi tasandusfondi tulumaksuosa,0.0012812299807815,0.0009765625,23.779296874997
relva relvade relvaluba,0.0012812299807815,0.0009765625,23.779296874997
piirivalve valvamise valvamine,0.0012812299807815,0.0009765625,23.779296874997
teenistuse teenistuses avalikus,0.0012812299807815,0.0009765625,23.779296874997
rahvaalgatuse rahvaalgatus rahvahaaletus,0.0012812299807815,0.0009765625,23.779296874997
korruptsiooni korruptsioon korruptsiooniga,0.0012812299807815,0.0009765625,23.779296874997
magustatud suhkrut joogi,0.0012812299807815,0.0009765625,23.779296874997
mes maale maaelu,0.0012812299807815,0.0009765625,23.779296874997
idapiiri piiririba valjaehitamine,0.0012812299807815,0.0009765625,23.779296874997
liibanonis missioonil pikendamine,0.0012812299807815,0.0009765625,23.779296874997
huvigruppe huvigruppide kaasatud,0.0147341447789878,0.013671875,7.209578804347652
etv saateid pbk,0.0025624599615631,0.001953125,23.779296874999982
eriarstide eriarstiabi eriarsti,0.0025624599615631,0.001953125,23.779296874999982
lahususe voimude lahusus,0.0038436899423446,0.0029296875,23.77929687499899
ootuse oigusparase oiguskindluse,0.0051249199231262,0.00390625,23.779296874999982
jaatmeid liigiti prugi,0.0096092248558616,0.0078125,18.697916666666437
kinnitamise paevakorra paevakord,0.0019218449711723,0.0009765625,49.18619791666599
hoiu pangad pankade,0.0019218449711723,0.0009765625,49.18619791666599
puude raskusastme puuet,0.0019218449711723,0.0009765625,49.18619791666599
korterelamute kortermajade kredexi,0.0019218449711723,0.0009765625,49.18619791666599
tootuid tootute tootu,0.0019218449711723,0.0009765625,49.18619791666599
riigipalgaliste riigisektoris koondada,0.0032030749519538,0.001953125,39.02343749999855
kala kalurid kalurite,0.0044843049327354,0.0029296875,34.66796874999962
oigusriik oigusriigi oigusriigist,0.0044843049327354,0.0029296875,34.66796874999962
palgatousu opetajate palgatous,0.0044843049327354,0.0029296875,34.66796874999962
normitehnika mojude eeskiri,0.0057655349135169,0.00390625,32.248263888888
terviseandmed isikuandmeid terviseandmeid,0.0070467648942985,0.0048828125,30.708451704545197
apteeke apteegid apteekide,0.0153747597693786,0.01171875,23.779296874999986
maantee neljarealiseks ppp,0.0051249199231262,0.0029296875,42.834472656249986
kulukuse krediidi kiirlaenude,0.0051249199231262,0.0029296875,42.834472656249986
liitlaste ohutorje keskmaa,0.0051249199231262,0.0029296875,42.834472656249986
pollumeestele pollumehi pollumehed,0.0038436899423446,0.001953125,49.18619791666599
teadus teaduse arendustegevuse,0.0038436899423446,0.001953125,49.18619791666599
kinnisasja maad maa,0.0025624599615631,0.0009765625,61.889648437499986
muraste kase kompleksi,0.0025624599615631,0.0009765625,61.889648437499986
pensioni pension sammas,0.0025624599615631,0.0009765625,61.889648437499986
koneleja konsensuslikud repliigi,0.0025624599615631,0.0009765625,61.889648437499986
pealinnast tallinnast viljandisse,0.0025624599615631,0.0009765625,61.889648437499986
tulumaksuvaba maksususteemi tulumaksu,0.0128122998078155,0.0087890625,31.401367187499986
maavalitsuste maavalitsused maakonna,0.0070467648942985,0.00390625,44.56676136363616
valijate erakonda valijaid,0.0070467648942985,0.00390625,44.56676136363616
majandusaasta koondaruanne raamatupidamise,0.0044843049327354,0.001953125,56.445312499999744
lng terminali gaasi,0.0044843049327354,0.001953125,56.445312499999744
psuhhiaatri alaealine psuhhiaatrilist,0.0153747597693786,0.009765625,36.48274739583332
eelarves riigieelarves reservist,0.0166559897501601,0.0107421875,35.50555889423056
tulubaasi omavalitsustele omavalitsuste,0.0051249199231262,0.001953125,61.889648437499986
teekasutustasu autode autod,0.0038436899423446,0.0009765625,74.59309895833299
tootuna arvele ariuhingu,0.0038436899423446,0.0009765625,74.59309895833299
toonadalal istungid taiendaval,0.0185778347213324,0.01171875,36.92079741379284
aituma infotundi jahimehed,0.0057655349135169,0.001953125,66.124131944444
kodakondsust kodakondsuse kodanikuks,0.014093529788597,0.0078125,44.56676136363616
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.0115310698270339,0.005859375,49.18619791666643
lipu laevu kaubalaeva,0.0102498398462524,0.0048828125,52.362060546874986
ts parvlaeva parvlaevad,0.0076873798846893,0.0029296875,61.889648437499986
kodualuse maamaksu maamaksust,0.0064061499039077,0.001953125,69.51171874999974
teede teehoiuks teedele,0.0301089045483664,0.01953125,35.13131648936164
vallaga vald sauga,0.014093529788597,0.0068359375,51.495916193181635
elatisraha elatisabi elatise,0.0102498398462524,0.00390625,61.889648437499986
pensionitous pensionitousu pension,0.0089686098654708,0.001953125,78.22265624999987
opositsioonis koalitsiooni opositsiooni,0.0249839846252402,0.01171875,53.09495192307687
vanemahuvitist vanemahuvitise vanemahuvitis,0.0102498398462524,0.0009765625,90.472412109375
abielu kooselu samasooliste,0.0563741191543882,0.0361328125,35.90531782670453
missiooni missioonile missioon,0.0153747597693786,0.0048828125,68.24137369791666
katteallikas katteallikaid katteallikat,0.0128122998078155,0.0029296875,77.13378906249999
uhistranspordi uhistransport uhistransporti,0.0121716848174247,0.001953125,83.95353618421049
erimargistatud kutust kutuse,0.0121716848174247,0.001953125,83.95353618421049
virumaale virumaa toostusalade,0.0134529147982062,0.0009765625,92.74088541666663
alkoholi kange lahja,0.0217809096732863,0.0068359375,68.61500459558816
lapsetoetust lapsetoetus lapsetoetuse,0.0320307495195387,0.0087890625,72.56054687499996
ulejaagis struktuurses struktuurse,0.0313901345291479,0.0078125,75.11160714285707
kantsler kantsleri riigisekretar,0.0064061499039077,0.0,100.0
rongi rongide rongid,0.0051249199231262,0.0,100.0
fie fuusilisest isikust,0.0038436899423446,0.0,100.0
korterid kortereid korterit,0.0019218449711723,0.0,100.0
poolte kokkuleppel huvitise,0.0019218449711723,0.0,100.0
valismaale valjarande valjaranne,0.0019218449711723,0.0,100.0
talupidajate kaubanduskoja kaubanduskoda,0.0019218449711723,0.0,100.0
lisaeelarve lisaeelarves lisaeelarvega,0.0012812299807815,0.0,100.0
kohanimenoukogu vonnu mulgi,0.0012812299807815,0.0,100.0
otsevalimise presidenti presidendi,0.0012812299807815,0.0,100.0
ooteala piiriuletuse piiripunkti,0.0012812299807815,0.0,100.0
loomi loomade loomad,0.0012812299807815,0.0,100.0
kaitsekulud kaitsekulutused kaitsekulude,0.0012812299807815,0.0,100.0
vabatahtlike komandode paasteameti,0.0012812299807815,0.0,100.0
konkurss konkursi konkurssi,0.0012812299807815,0.0,100.0
kusija vastaja vastasin,0.0012812299807815,0.0,100.0
tsernoboli represseeritud oigusvastaselt,0.0006406149903907,0.0,100.0
aardla pria pealtnagija,0.0006406149903907,0.0,100.0
hansson ardo panga,0.0006406149903907,0.0,100.0
ammendumiseni kaheni pikendada,0.0006406149903907,0.0,100.0
ulikooliga kbfi instituudi,0.0006406149903907,0.0,100.0
eripensioni valjateenitud staazi,0.0006406149903907,0.0,100.0
haiguspaevade haiguspaevi haiguspaeva,0.0006406149903907,0.0,100.0
volitust kaasuses jarvik,0.0006406149903907,0.0,100.0
matusetoetust matusetoetus matusetoetuse,0.0006406149903907,0.0,100.0
skais arendused infosusteemide,0.0006406149903907,0.0,100.0
huvihariduse huvitegevuse huviharidus,0.0006406149903907,0.0,100.0
kolledz kolledzi turi,0.0006406149903907,0.0,100.0
koolituse koolitus koolitusele,0.0006406149903907,0.0,100.0
tervist tervis tervisega,0.0006406149903907,0.0,100.0
metsa metsade mets,0.0006406149903907,0.0,100.0
operatsioonil sojalisel panustamisel,0.0006406149903907,0.0,100.0
pensioniiga pensioniea eluiga,0.0006406149903907,0.0,100.0
raamatukogu pimedate raamatukogude,0.0006406149903907,0.0,100.0
samba sammas sambasse,0.0006406149903907,0.0,100.0
seksuaalse vangistusega vaarkohtlemise,0.0006406149903907,0.0,100.0
oiglase virumaale ulemineku,0.0006406149903907,0.0,100.0
valdkonnad laekumisest fikseeritakse,0.0,0.0,
ugri rahvaste polisrahvaste,0.0,0.0,
erso teatri kontserdi,0.0,0.0,
valimiskomisjon proteste valimiskasti,0.0,0.0,
tootuli lepitaja ametiuhingute,0.0,0.0,
jahimehed jahimeeste jahti,0.0,0.0,
tantsupeo laulu traditsiooni,0.0,0.0,
keskkonnaameti uhendamine uhendamise,0.0,0.0,
president ilves presidendi,0.0,0.0,
suuria euroopasse turgis,0.0,0.0,
sigade katku katk,0.0,0.0,
riigipuha puhade tahtpaevade,0.0,0.0,
lae korgepalgaliste lagi,0.0,0.0,
post posti omniva,0.0,0.0,
planeeringu keskkonnamoju keskkonnamojude,0.0,0.0,
piirikontrolli schengeni valispiiri,0.0,0.0,
pagulasi pagulased pagulaste,0.0,0.0,
nord stream streami,0.0,0.0,
muuseum muuseumi muuseumide,0.0,0.0,
muugimaksu muugimaks paadimaksu,0.0,0.0,
miili baasvorgu lairiba,0.0,0.0,
estonian air airi,0.0,0.0,
muundatud geneetiliselt gmo,0.0,0.0009765625,-inf
domeenide domeeni interneti,0.0,0.0,
vee monopolide veeteenuse,0.0,0.0029296875,-inf
hooldekodus hoolduse hooldekodu,0.0,0.001953125,-inf
objekti anu raua,0.0,0.0009765625,-inf
utah jordaania energia,0.0,0.0009765625,-inf
humni humn laulda,0.0,0.0009765625,-inf
oppelaenu sugava puudega,0.0,0.0009765625,-inf
haalte kandidaatidele haaletamisest,0.0,0.0009765625,-inf
deklaratsiooni deklaratsioone deklaratsioonis,0.0,0.0009765625,-inf
danske filiaali rahapesu,0.0,0.0009765625,-inf
laari laar kandidatuuri,0.0,0.001953125,-inf
korrata stenogrammist vabandan,0.0,0.0029296875,-inf
volakirjade keskpank volakirju,0.0,0.0029296875,-inf
karistuse karistus tingimisi,0.0,0.0166015625,-inf
rahapesu terrorismi andmeburoo,0.0,0.0009765625,-inf
hambaravi hammaste hambad,0.0,0.0009765625,-inf
kohtutaiturite kohtutaitur kohtutaituri,0.0,0.0009765625,-inf
inflatsiooni inflatsioon hinnatous,0.0,0.0009765625,-inf
riigikontrolor karis riigikontrolori,0.0,0.001953125,-inf
teatri teater rahvusooper,0.0,0.0009765625,-inf
vaikesaarte saarte pusiasustusega,0.0,0.00390625,-inf
viirust vaktsineeritud viiruse,0.0,0.0,
