topic_words3,Eesti Keskerakonna fraktsioon,Eesti Konservatiivse Rahvaerakonna fraktsioon,Eesti Reformierakonna fraktsioon,Fraktsioonidesse mittekuulunud Riigikogu liikmed,Isamaa fraktsioon,Sotsiaaldemokraatliku Erakonna fraktsioon
missiooni missioonile missioon,0.0,0.013437364542696142,0.006127450980392157,0.0,0.001771479185119575,0.0
moisteid moiste moisted,0.0,0.0082358040745557,0.0024509803921568627,0.0,0.001771479185119575,0.0023952095808383233
muraste kase kompleksi,0.0,0.0,0.0012254901960784314,0.02040816326530612,0.0,0.0
muugimaksu muugimaks paadimaksu,0.0,0.00043346337234503684,0.0024509803921568627,0.04081632653061224,0.001771479185119575,0.0
muundatud geneetiliselt gmo,0.0,0.0017338534893801473,0.0,0.0,0.0,0.0011976047904191617
muuseum muuseumi muuseumide,0.0,0.0013003901170351106,0.0,0.0,0.0,0.009580838323353293
nord stream streami,0.0024752475247524753,0.002167316861725184,0.003676470588235294,0.0,0.002657218777679362,0.0
normitehnika mojude eeskiri,0.0049504950495049506,0.002167316861725184,0.0012254901960784314,0.02040816326530612,0.00354295837023915,0.0
noukogudesse ariuhingute noukogudes,0.0,0.002167316861725184,0.0012254901960784314,0.0,0.002657218777679362,0.003592814371257485
objekti anu raua,0.06683168316831684,0.0039011703511053317,0.004901960784313725,0.02040816326530612,0.01682905225863596,0.015568862275449102
oiglase virumaale ulemineku,0.0049504950495049506,0.007802340702210663,0.0024509803921568627,0.0,0.001771479185119575,0.004790419161676647
oigusloome oigusloomes oiguspoliitika,0.0,0.0013003901170351106,0.0,0.0,0.0,0.0
oigusriik oigusriigi oigusriigist,0.0,0.008669267446900737,0.0,0.0,0.0044286979627989375,0.0011976047904191617
omandireformi tagastatud omandireform,0.0024752475247524753,0.0008669267446900737,0.0,0.0,0.0,0.0
ootuse oigusparase oiguskindluse,0.0,0.0013003901170351106,0.0,0.0,0.0008857395925597874,0.0
operatsioonil sojalisel panustamisel,0.0,0.0013003901170351106,0.0,0.0,0.0,0.0
opositsiooni koalitsioonil opositsioonil,0.0024752475247524753,0.005635023840485479,0.029411764705882353,0.0,0.01682905225863596,0.019161676646706587
opositsioonis koalitsiooni opositsiooni,0.012376237623762377,0.023840485478977026,0.012254901960784314,0.04081632653061224,0.0354295837023915,0.02155688622754491
oppelaenu sugava puudega,0.0024752475247524753,0.0,0.0,0.0,0.0,0.0011976047904191617
otsevalimise presidenti presidendi,0.04207920792079208,0.021239705244906804,0.004901960784313725,0.0,0.010628875110717449,0.004790419161676647
pagulasi pagulased pagulaste,0.0024752475247524753,0.006935413957520589,0.0,0.0,0.0,0.0
palgalohe soolist meeste,0.0,0.0039011703511053317,0.003676470588235294,0.0,0.00354295837023915,0.004790419161676647
palgatousu opetajate palgatous,0.007425742574257425,0.0039011703511053317,0.0012254901960784314,0.0,0.005314437555358724,0.03473053892215569
pealinnast tallinnast viljandisse,0.0049504950495049506,0.00043346337234503684,0.0012254901960784314,0.0,0.0008857395925597874,0.0011976047904191617
pensioni pension sammas,0.0024752475247524753,0.0017338534893801473,0.0,0.0,0.0,0.003592814371257485
pensionifondide pensionifondid fondid,0.0024752475247524753,0.0017338534893801473,0.0,0.0,0.0,0.0023952095808383233
pensioniiga pensioniea eluiga,0.0024752475247524753,0.0008669267446900737,0.003676470588235294,0.0,0.0008857395925597874,0.0011976047904191617
pensionitous pensionitousu pension,0.012376237623762377,0.0013003901170351106,0.006127450980392157,0.02040816326530612,0.012400354295837024,0.00718562874251497
piima toorpiima toodangut,0.0024752475247524753,0.002600780234070221,0.0012254901960784314,0.02040816326530612,0.0008857395925597874,0.0023952095808383233
piirikontrolli schengeni valispiiri,0.0,0.0017338534893801473,0.0012254901960784314,0.0,0.005314437555358724,0.0
piirilepingu piirileping piirilepingut,0.0,0.0082358040745557,0.0,0.0,0.015943312666076175,0.0011976047904191617
piirivalve valvamise valvamine,0.0,0.007368877329865626,0.0,0.0,0.001771479185119575,0.0
planeeringu keskkonnamoju keskkonnamojude,0.0,0.00043346337234503684,0.0024509803921568627,0.0,0.0008857395925597874,0.0
pohiseadusega riigikohus oiguskantsler,0.01485148514851485,0.010403120936280884,0.014705882352941176,0.0,0.005314437555358724,0.0011976047904191617
pollumeestele pollumehi pollumehed,0.0,0.0013003901170351106,0.0,0.0,0.0008857395925597874,0.0011976047904191617
poolte kokkuleppel huvitise,0.007425742574257425,0.0013003901170351106,0.0012254901960784314,0.0,0.0008857395925597874,0.0
post posti omniva,0.0,0.00043346337234503684,0.0,0.0,0.0,0.0
president ilves presidendi,0.0,0.0017338534893801473,0.0,0.0,0.0,0.0
prokuratuur prokuratuuri prokuror,0.009900990099009901,0.01907238838318162,0.024509803921568627,0.0,0.007971656333038087,0.0023952095808383233
psuhhiaatri alaealine psuhhiaatrilist,0.009900990099009901,0.01950585175552666,0.014705882352941176,0.0,0.008857395925597875,0.02155688622754491
puude raskusastme puuet,0.0,0.0008669267446900737,0.0,0.0,0.001771479185119575,0.003592814371257485
raamatukogu pimedate raamatukogude,0.0024752475247524753,0.0017338534893801473,0.0,0.0,0.001771479185119575,0.0
rahapesu terrorismi andmeburoo,0.0,0.00043346337234503684,0.003676470588235294,0.0,0.0008857395925597874,0.0
rahvahaaletuse rahvahaaletus rahvahaaletusel,0.007425742574257425,0.02037277850021673,0.00980392156862745,0.02040816326530612,0.001771479185119575,0.009580838323353293
rahvuse rahvust rahvusriik,0.0049504950495049506,0.017338534893801473,0.003676470588235294,0.0,0.002657218777679362,0.004790419161676647
rail trassi balticu,0.0049504950495049506,0.003034243606415258,0.0024509803921568627,0.0,0.002657218777679362,0.0
reklaami reklaam alkoholireklaam,0.0049504950495049506,0.0017338534893801473,0.0,0.0,0.001771479185119575,0.0
relva relvade relvaluba,0.0,0.00043346337234503684,0.0,0.0,0.0,0.0
riigiabi komisjonilt loa,0.0,0.0017338534893801473,0.0012254901960784314,0.0,0.002657218777679362,0.0023952095808383233
riigikontrolli auditi auditit,0.0024752475247524753,0.0008669267446900737,0.003676470588235294,0.0,0.0008857395925597874,0.0011976047904191617
riigikontrolor karis riigikontrolori,0.0,0.0008669267446900737,0.004901960784313725,0.0,0.001771479185119575,0.0
riigiloivude riigiloivud riigiloivu,0.0024752475247524753,0.0017338534893801473,0.0,0.0,0.0,0.0
riigimetsa majandamise noukokku,0.0,0.0,0.0024509803921568627,0.0,0.00354295837023915,0.004790419161676647
riigipalgaliste riigisektoris koondada,0.0024752475247524753,0.0013003901170351106,0.0012254901960784314,0.0,0.0044286979627989375,0.0
riigipuha puhade tahtpaevade,0.0,0.0008669267446900737,0.0,0.0,0.0008857395925597874,0.0
riigireformi riigireformist riigireform,0.0024752475247524753,0.0017338534893801473,0.0012254901960784314,0.0,0.001771479185119575,0.0023952095808383233
rongi rongide rongid,0.0049504950495049506,0.0,0.0012254901960784314,0.0,0.0,0.0023952095808383233
salastatud valisteabe riigisaladuse,0.0,0.010403120936280884,0.0024509803921568627,0.02040816326530612,0.005314437555358724,0.0
salvestisi salvestised salvestiste,0.0,0.009969657563935847,0.020833333333333332,0.0,0.011514614703277236,0.005988023952095809
samba sammas sambasse,0.0024752475247524753,0.0008669267446900737,0.0,0.0,0.002657218777679362,0.004790419161676647
seksuaalse vangistusega vaarkohtlemise,0.0,0.0,0.0,0.0,0.0,0.0011976047904191617
sigade katku katk,0.0,0.003034243606415258,0.0,0.0,0.0008857395925597874,0.0011976047904191617
skais arendused infosusteemide,0.0,0.0,0.003676470588235294,0.0,0.002657218777679362,0.0011976047904191617
slovakkia ungari portugal,0.0049504950495049506,0.007802340702210663,0.007352941176470588,0.0,0.005314437555358724,0.0023952095808383233
soita jalakaija konniteel,0.0,0.004768097095795405,0.014705882352941176,0.0,0.006200177147918512,0.0
sularaha kommertspangad pangad,0.0,0.0,0.0012254901960784314,0.0,0.0,0.0
suuria euroopasse turgis,0.0,0.0013003901170351106,0.0012254901960784314,0.0,0.0,0.0
taanis saksamaal hollandis,0.0024752475247524753,0.005201560468140442,0.006127450980392157,0.0,0.0044286979627989375,0.0011976047904191617
talupidajate kaubanduskoja kaubanduskoda,0.0,0.0,0.0,0.0,0.001771479185119575,0.0
tantsupeo laulu traditsiooni,0.0049504950495049506,0.0,0.0012254901960784314,0.0,0.0008857395925597874,0.0011976047904191617
tapsustatakse ajakohastatakse nouete,0.0024752475247524753,0.0017338534893801473,0.0,0.0,0.002657218777679362,0.0011976047904191617
tarbijakaitse amet ametile,0.0024752475247524753,0.0039011703511053317,0.006127450980392157,0.04081632653061224,0.0,0.0023952095808383233
teadus teaduse arendustegevuse,0.024752475247524754,0.006501950585175552,0.011029411764705883,0.0,0.01682905225863596,0.008383233532934131
teatri teater rahvusooper,0.0024752475247524753,0.0008669267446900737,0.0,0.0,0.0008857395925597874,0.0
teede teehoiuks teedele,0.009900990099009901,0.0013003901170351106,0.0012254901960784314,0.0,0.002657218777679362,0.0011976047904191617
teekasutustasu autode autod,0.0,0.0,0.0012254901960784314,0.0,0.001771479185119575,0.0023952095808383233
teenistuse teenistuses avalikus,0.0,0.003034243606415258,0.003676470588235294,0.0,0.0,0.0023952095808383233
teenuseid teenused teenust,0.0,0.0,0.0,0.0,0.0008857395925597874,0.0011976047904191617
terviseandmed isikuandmeid terviseandmeid,0.01485148514851485,0.03901170351105332,0.022058823529411766,0.0,0.015057573073516387,0.0023952095808383233
tervist tervis tervisega,0.007425742574257425,0.00043346337234503684,0.0024509803921568627,0.0,0.001771479185119575,0.0023952095808383233
tooandja tervisesse maksuvabalt,0.0049504950495049506,0.00043346337234503684,0.0,0.0,0.0008857395925597874,0.0011976047904191617
tooandja tooandjal tootaja,0.009900990099009901,0.002167316861725184,0.0012254901960784314,0.0,0.0008857395925597874,0.0
toonadalal istungid taiendaval,0.012376237623762377,0.01907238838318162,0.011029411764705883,0.02040816326530612,0.022143489813994686,0.017964071856287425
tootuid tootute tootu,0.012376237623762377,0.002600780234070221,0.0012254901960784314,0.0,0.001771479185119575,0.0011976047904191617
tootuli lepitaja ametiuhingute,0.0024752475247524753,0.0008669267446900737,0.0012254901960784314,0.0,0.0,0.0
tootuna arvele ariuhingu,0.0,0.0008669267446900737,0.0,0.0,0.0,0.0
toovoimereformi toovoimega toovoimereform,0.0049504950495049506,0.00043346337234503684,0.0,0.0,0.001771479185119575,0.0011976047904191617
treenerite spordi sport,0.0049504950495049506,0.0,0.007352941176470588,0.0,0.008857395925597875,0.003592814371257485
ts parvlaeva parvlaevad,0.0,0.0013003901170351106,0.003676470588235294,0.0,0.0008857395925597874,0.0011976047904191617
tsernoboli represseeritud oigusvastaselt,0.0,0.0,0.0,0.02040816326530612,0.0,0.0
tulubaasi omavalitsustele omavalitsuste,0.007425742574257425,0.004768097095795405,0.0024509803921568627,0.0,0.0044286979627989375,0.003592814371257485
tulubaasi tasandusfondi tulumaksuosa,0.0024752475247524753,0.00043346337234503684,0.0012254901960784314,0.0,0.002657218777679362,0.0
tulumaksuvaba maksususteemi tulumaksu,0.0024752475247524753,0.002167316861725184,0.006127450980392157,0.02040816326530612,0.001771479185119575,0.01437125748502994
ugri rahvaste polisrahvaste,0.0,0.002600780234070221,0.0012254901960784314,0.0,0.001771479185119575,0.0
uhistranspordi uhistransport uhistransporti,0.0,0.0013003901170351106,0.007352941176470588,0.02040816326530612,0.0070859167404783,0.0011976047904191617
ulejaagis struktuurses struktuurse,0.0024752475247524753,0.0039011703511053317,0.006127450980392157,0.02040816326530612,0.00354295837023915,0.004790419161676647
ulikooliga kbfi instituudi,0.0024752475247524753,0.00043346337234503684,0.0,0.0,0.0008857395925597874,0.0011976047904191617
uliopilased uliopilastele uliopilaste,0.024752475247524754,0.00953619419159081,0.012254901960784314,0.0,0.00974313551815766,0.011976047904191617
untso missioonide liikmesusest,0.0024752475247524753,0.0017338534893801473,0.007352941176470588,0.0,0.001771479185119575,0.0011976047904191617
utah jordaania energia,0.0,0.0008669267446900737,0.0012254901960784314,0.0,0.0008857395925597874,0.0
uuring uuringut uuringu,0.0024752475247524753,0.0008669267446900737,0.006127450980392157,0.0,0.001771479185119575,0.0023952095808383233
vabatahtlike komandode paasteameti,0.0049504950495049506,0.005635023840485479,0.003676470588235294,0.0,0.001771479185119575,0.0023952095808383233
vaesuses suhtelises vaesuse,0.0024752475247524753,0.0013003901170351106,0.003676470588235294,0.02040816326530612,0.0,0.008383233532934131
vagivalla naistevastase perevagivalla,0.0,0.0,0.0,0.0,0.0008857395925597874,0.0
vagivallale vihakone ohutamine,0.0024752475247524753,0.03207628955353273,0.0024509803921568627,0.04081632653061224,0.011514614703277236,0.004790419161676647
vaikesaarte saarte pusiasustusega,0.0,0.0008669267446900737,0.003676470588235294,0.0,0.0,0.0011976047904191617
valdkonnad laekumisest fikseeritakse,0.0024752475247524753,0.0017338534893801473,0.006127450980392157,0.0,0.010628875110717449,0.009580838323353293
valijate erakonda valijaid,0.0,0.006935413957520589,0.003676470588235294,0.0,0.0008857395925597874,0.003592814371257485
valimisea valimisiga valimisoiguse,0.0024752475247524753,0.0,0.0012254901960784314,0.0,0.001771479185119575,0.0011976047904191617
valimiskomisjon proteste valimiskasti,0.0,0.00043346337234503684,0.0012254901960784314,0.0,0.0,0.0
valimisliitude volikogusse volikokku,0.0049504950495049506,0.01950585175552666,0.031862745098039214,0.04081632653061224,0.012400354295837024,0.017964071856287425
valismaale valjarande valjaranne,0.0,0.0034677069787602947,0.0,0.0,0.0,0.0011976047904191617
valispoliitika valispoliitikas diplomaatia,0.0024752475247524753,0.0017338534893801473,0.00980392156862745,0.02040816326530612,0.006200177147918512,0.010778443113772455
vallaga vald sauga,0.0024752475247524753,0.003034243606415258,0.0024509803921568627,0.02040816326530612,0.001771479185119575,0.0
vanemahuvitist vanemahuvitise vanemahuvitis,0.0024752475247524753,0.00043346337234503684,0.0,0.0,0.00354295837023915,0.008383233532934131
varude varud varu,0.0024752475247524753,0.002167316861725184,0.0024509803921568627,0.02040816326530612,0.007971656333038087,0.0
veb fondi uurimiskomisjon,0.0024752475247524753,0.0013003901170351106,0.0024509803921568627,0.0,0.0,0.0
vee monopolide veeteenuse,0.0,0.0,0.0,0.0,0.001771479185119575,0.0
viirust vaktsineeritud viiruse,0.03217821782178218,0.06025140875596012,0.06495098039215687,0.061224489795918366,0.048715677590788306,0.06467065868263473
virumaale virumaa toostusalade,0.0024752475247524753,0.002600780234070221,0.0024509803921568627,0.0,0.006200177147918512,0.037125748502994015
voidusamba vabadussoja uurimiskomisjon,0.0,0.0008669267446900737,0.0,0.0,0.0,0.0
volakirjade keskpank volakirju,0.0024752475247524753,0.0017338534893801473,0.00980392156862745,0.0,0.001771479185119575,0.0
volitust kaasuses jarvik,0.0,0.0017338534893801473,0.0,0.0,0.0,0.0
